timestamp,video_id,confidence,threshold,is_abnormal,model_path,seq_len,img_size,saved_video_path,event
2026-04-05T00:59:35.422911,cam1,0.0087,0.161,False
2026-04-05T00:59:36.729136,cam1,0.0349,0.161,False
2026-04-05T00:59:38.037566,cam1,0.0005,0.161,False
2026-04-05T00:59:39.329737,cam1,0.0007,0.161,False
2026-04-05T00:59:40.613523,cam1,0.0004,0.161,False
2026-04-05T00:59:41.905436,cam1,0.0004,0.161,False
2026-04-05T00:59:43.187680,cam1,0.0009,0.161,False
2026-04-05T00:59:44.481051,cam1,0.0004,0.161,False
2026-04-05T00:59:45.787490,cam1,0.0003,0.161,False
2026-04-05T00:59:47.074494,cam1,0.0003,0.161,False
2026-04-05T00:59:48.364316,cam1,0.0005,0.161,False
2026-04-05T00:59:49.680943,cam1,0.0009,0.161,False
2026-04-05T00:59:50.977785,cam1,0.0016,0.161,False
2026-04-05T00:59:52.277394,cam1,0.0004,0.161,False
2026-04-05T00:59:53.581789,cam1,0.0003,0.161,False
2026-04-05T00:59:54.890594,cam1,0.0003,0.161,False
2026-04-05T00:59:56.185836,cam1,0.0004,0.161,False
2026-04-05T00:59:57.534676,cam1,0.0005,0.161,False
2026-04-05T00:59:58.865262,cam1,0.0004,0.161,False
2026-04-05T01:00:00.147586,cam1,0.0008,0.161,False
2026-04-05T01:00:01.438916,cam1,0.1555,0.161,False
2026-04-05T01:00:02.732572,cam1,0.0004,0.161,False
2026-04-05T01:00:04.032948,cam1,0.0005,0.161,False
2026-04-05T01:00:05.326825,cam1,0.0004,0.161,False
2026-04-05T01:00:06.627543,cam1,0.0009,0.161,False
2026-04-05T01:00:07.937135,cam1,0.0088,0.161,False
2026-04-05T01:00:09.243980,cam1,0.0017,0.161,False
2026-04-05T01:00:10.561092,cam1,0.0008,0.161,False
2026-04-05T01:00:11.868298,cam1,0.0005,0.161,False
2026-04-05T01:00:13.191856,cam1,0.0004,0.161,False
2026-04-05T01:00:14.479171,cam1,0.0005,0.161,False
2026-04-05T01:00:15.779036,cam1,0.0004,0.161,False
